Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Species,Number of carcasses assessed,IHNV positive PCR results (Y/N),IPNV positive results (Y/N),ISAV positive results (Y/N),VHSV positive results (Y/N),SAV positive results (Y/N),PRSal positive results (Y/N),PMCV positive results (Y/N),Bacterial pathogens isolated by culture (number of fish),Histologic diagnosis (number of fish),Veterinary diagnosis,Conditions of Note (number of fish)
13-06-2016,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No mortality that is significant at the population level,Cardiomyopathy (4)
14-06-2016,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Netpen liver disease (9),Netpen liver disease,Gill hyperplasia (3) 
14-06-2016,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),Mouth rot,n/a
15-06-2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,Open: no known cause of low level mortality,n/a
15-06-2016,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,BKD with Renibacterium-like bacteria (1); SRS with Piscirickettsia-like bacteria (1),Salmonid Rickettsial Septicaemia,n/a
16-06-2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),3,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
16-06-2016,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (4); Branchitis with Loma-like microsporidia (1),Salmonid Rickettsial Septicaemia,n/a
17-06-2016,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),Mouth rot,n/a
21-06-2016,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
07-07-2016,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,n/a
08-07-2016,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),Low level mortality associated with environmental conditions,n/a
12-07-2016,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,Open: no known cause of low level mortality,Cardiomyopathy (3)
12-07-2016,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortaltiy, no samples available",n/a
13-07-2016,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
13-07-2016,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,Y,N,N,n/a,n/a,VHS (1),No disease that is significant at the population level,n/a
14-07-2016,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1),Low level mortality associated with handling,n/a
19-07-2016,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,Microsporidial encephalitis (2),No disease that is significant at the population level,n/a
19-07-2016,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
20-07-2016,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No mortality that is significant at the population level,Net Pen Liver Disease (2)
20-07-2016,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
19-08-2016,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,n/a
22-08-2016,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (7),Salmonid Rickettsial Septicaemia,n/a
24-08-2016,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
24-08-2016,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,Netpen liver disease (1),Open: low level mortality associated with environmental conditions,n/a
25-08-2016,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (4),No mortality that is significant at the population level,Net Pen Liver Disease (2)
25-08-2016,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1); Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
29-08-2016,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Open: low level mortality associated with environmental conditions,Gill hyperplasia (6)
30-08-2016,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,SRS with Piscirickettsia-like bacteria (7),Salmonid Rickettsial Septicaemia,Pigmented fungal infection (1)
30-08-2016,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (6),Salmonid Rickettsial Septicaemia,n/a
31-08-2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,SRS with Piscirickettsia-like bacteria (2),No mortality that is significant at the population level,Gill hyperplasia (5)
31-08-2016,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No mortality that is significant at the population level,Pigmented fungal infection (2)
01-09-2016,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
01-09-2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (6); Branchitis with Loma-like microsporidia (3),Salmonid Rickettsial Septicaemia,n/a
08-09-2016,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
08-09-2016,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
12-09-2016,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
13-09-2016,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),1,N,N,N,N,N,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
16-09-2016,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,Vibrio anguillarum (1),Branchitis with Loma-like microsporidia (4); BKD with Renibacterium-like bacteria (1); Lesions consistent with Nucleospora salmonis infection (1),Vibriosis; Microsporidial Gill Disease; Bacterial Kidney Disease,n/a
11-10-2016,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
12-10-2016,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,Y,n/a,Yersinia ruckeri (1),n/a,No disease that is significant at the population level,n/a
13-10-2016,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Low level mortality associated with environmental conditions,Gill hyperplasia (4)
13-10-2016,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
18-10-2016,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Amoebic gill disease (1)
18-10-2016,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative dermatitis (1),No disease that is significant at the population level,Cardiomyopathy (1)
20-10-2016,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,no disease that is significant at the population level,n/a
21-10-2016,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
21-10-2016,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Open: no known cause of low level mortality,n/a
26-10-2016,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (3),Salmonid Rickettsial Septicaemia,n/a
09-11-2016,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1),Low level mortality associated with environmental conditions,n/a
09-11-2016,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,n/a,"Open: extent of infectious disease is limited, no significant lesions ",n/a
10-11-2016,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (5),Salmonid Rickettsial Septicaemia,n/a
10-11-2016,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (6),Salmonid Rickettsial Septicaemia,n/a
16-11-2016,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1),No disease that is significant at the population level,n/a
18-11-2016,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
18-11-2016,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No mortality that is significant at the population level,n/a
22-11-2016,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,Yersinia ruckeri (1),Ulcerative stomatitis (4),Mouth rot,n/a
24-11-2016,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
05-12-2016,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,n/a,Low level mortality associated with predators,n/a
06-12-2016,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Ulcerative stomatitis (1); Furunculosis (2),No disease that is significant at the population level,Pigmented fungal infection (1)
06-12-2016,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (6),Mouth rot,n/a
07-12-2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the popualtion level,n/a
07-12-2016,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),Open: no known cause of lesions,n/a
08-12-2016,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
08-12-2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (5),Salmonid Rickettsial Septicaemia,n/a
14-12-2016,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,n/a
14-12-2016,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,n/a
16-12-2016,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1),Furunculosis (2); SRS with Piscirickettisa-like bacteria (2),"Open: extent of infectious disease is limited, no significant lesions ",n/a
10-01-2017,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
10-01-2017,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
11-01-2017,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,Moritella sp. (1),Gill lesion (granulomatous) of unknown cause (1),No disease that is significant at the population level,n/a
11-01-2017,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
17-01-2017,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Vibrio sp. (1),n/a,No disease that is significant at the population level,n/a
17-01-2017,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
19-01-2017,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,Moritella sp. (1),n/a,No disease that is significant at the population level,n/a
20-01-2017,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Unidentified myxozoan meningitis (1),"Open: no known cause of low level mortality, no significant lesions",n/a
23-01-2017,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,"Open: no known cause of low level mortality, no significant lesions",n/a
24-01-2017,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,Y,n/a,n/a,"Piscirickettsia-like organism (3); Sphaerothecum destruens-like encephalitis (1)
",No disease that is significant at the population level,"Gill disease with
 amoeba present (2)"
24-01-2017,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative dermatitis (3),No disease that is significant at the population level,n/a
25-01-2017,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Moritella sp. (1),Sphaerothecum destruens-like meningitis (4),Winter ulcer  ,Sphaerothecum destruens-like meningitis (4)
30-01-2017,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,Moritella sp. (1),Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
31-01-2017,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Moritella sp. (2),Ulcerative dermatitis (1),No disease that is significant at the population level,n/a
31-01-2017,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Moritella sp. (1),n/a,No disease that is significant at the population level,n/a
01-02-2017,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,Y,N,N,n/a,Moritella sp. (1),Renibacterium-like bacteria (1); Gill lesions of unknown cause (1),No disease that is significant at the population level,n/a
01-02-2017,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Carnobacterium sp.(1),n/a,No disease that is significant at the population level,n/a
02-02-2017,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Moritella sp. (2),Renibacterium-like bacteria (3); Ulcerative stomatitis (1),Winter ulcer  ,Gill damage (3) 
21-02-2017,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a,Cardiomyopathy (1),No disease that is significant at the population level,n/a
21-02-2017,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
22-02-2017,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1),Furunculosis (1); Rickettsia-like meningitis weakly staining for P. salmonis (1),No disease that is significant at the population level,n/a
27-02-2017,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Flagellated protozoan  in gills (1),No disease that is significant at the population level,n/a
28-02-2017,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a,Renibacterium-like bacteria (1); Cardiomyopathy (1),No disease that is significant at the population level,n/a
01-03-2017,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative dermatitis (2),No disease that is significant at the population level,Proliferative gill disorder (2)
01-03-2017,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),No disease that is significant at the population level,n/a
02-03-2017,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
02-03-2017,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),3,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
06-03-2017,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Intralesional Chaetoceros spp. setae (8),No significant mortality at the population level,n/a
07-03-2017,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,Moritella sp. (3),Ulcerative dermatitis (1); Moritella associated lesions (1); flagellated protozoan in gills (1),No disease that is significant at the population level,n/a
10-03-2017,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),8,N,N,N,N,N,N,n/a,Vibrio anguillarum (2),Renibacterium-like bacteria (2); Disseminated bacterial rods (probably Vibrio anguillarum septicemia) (2); Branchitis with Loma-like microsporidia (1),Bacterial kidney disease; Vibriosis,n/a
10-04-2017,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,Photobacterium sp. (1),Renibacterium-like bacteria (3); Ulcerative dermatitis (2),Bacterial kidney disease,Gill damage (5)
11-04-2017,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,Moritella sp. (2),Ulcerative dermatitis (2); Moritella sp. (2),No disease that is significant at the population level,n/a
12-04-2017,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Yersinia ruckeri (5),Enteric redmouth disease (3); Ulcerative stomatitis (1),Enteric redmouth disease,n/a
18-04-2017,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aliivibrio wodanis (1),Ulcerative stomatitis (2); Ulcerative dermatitis (3),Winter ulcer,n/a
19-04-2017,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,Pigmented fungal infection (1)
20-04-2017,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Psychrobacter sp. (1); Vibrio tapetis (1),Ulcerative dermatitis (1),No disease that is significant at the population level,n/a
21-04-2017,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Photobacterium sp. (1),Renibacterium-like bacteria (2),No disease that is significant at the population level,Gill damage (4)
25-04-2017,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Vibrio tapetis (2); Photobacterium sp. (1),n/a,No disease that is significant at the population level,n/a
25-04-2017,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Skin ulcers,n/a
26-04-2017,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,Microsporidial encephalitis (1),No disease that is significant at the population level,Gill damage (4)
09-05-2017,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,N,n/a,n/a,No disease that is significant at the population level,n/a
10-05-2017,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,N,n/a,n/a,No disease that is significant at the population level,n/a
11-05-2017,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis (1),No disease that is significant at the population level,Gill damage (6)
17-05-2017,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Gill damage (5)
26-05-2017,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),9,N,N,N,N,N,N,n/a,Vibrio ordalii (5),Intralesional bacterial rods (1); Renibacterium-like bacteria (2),Bacterial kidney disease ,n/a
29-05-2017,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Fungi (1),Ulcerative stomatitis (1); Intralesional pigmented fungi (1),No disease that is significant at the population level,Pigmented fungal infection (1)
